1725632428.5945978,5,50,27.36,26.55
1725632430.34339,10,50,27.36,26.55
1725632432.045235,15,50,27.22,26.55
1725632433.660016,20,50,27.36,26.55
1725632435.358876,25,50,27.46,26.55
1725632436.986006,30,50,27.26,26.58
0.34,0,50,27.36,26.61
1.54,0,50,27.6,26.61
2.94,0,50,27.6,26.61
4.13,0,50,27.39,26.58
5.33,0,50,27.53,26.61
6.53,0,50,27.43,26.61
7.72,0,50,27.33,26.61
8.92,0,50,27.53,26.61
10.11,0,50,27.36,26.61
11.31,0,50,27.43,26.58
12.50,0,50,27.19,26.61
13.70,0,50,27.36,26.61
14.89,0,50,27.39,26.58
16.08,0,50,27.53,26.58
17.27,0,50,27.39,26.58
18.47,0,50,27.66,26.61
19.66,0,50,27.39,26.61
20.85,0,50,27.63,26.61
22.05,0,50,27.39,26.58
23.25,0,50,27.66,26.61
24.44,0,50,27.36,26.61
25.63,0,50,27.36,26.65
26.83,0,50,27.43,26.61
28.02,0,50,27.49,26.65
29.21,0,50,27.39,26.58
31.71,10,50,27.63,26.61
32.90,10,50,27.63,26.58
34.08,10,50,27.29,26.58
35.27,10,50,27.56,26.55
36.46,10,50,27.36,26.55
37.65,10,50,27.7,26.58
38.84,10,50,27.39,26.61
40.03,10,50,27.53,26.58
41.22,10,50,27.46,26.58
42.42,10,50,27.16,26.61
43.61,10,50,27.77,26.61
44.80,10,50,27.22,26.61
45.98,10,50,27.63,26.61
47.18,10,50,27.46,26.58
48.36,10,50,27.56,26.61
49.55,10,50,27.63,26.65
50.74,10,50,27.19,26.65
51.93,10,50,27.49,26.61
53.12,10,50,27.26,26.65
54.31,10,50,27.22,26.68
55.50,10,50,27.43,26.68
56.70,10,50,27.39,26.68
57.89,10,50,27.56,26.65
59.07,10,50,27.22,26.72
60.26,10,50,27.43,26.75
61.45,10,50,27.29,26.75
63.95,20,50,27.09,26.72
65.14,20,50,27.6,26.75
66.33,20,50,27.77,26.75
67.52,20,50,27.7,26.75
68.70,20,50,27.66,26.78
69.89,20,50,27.7,26.85
71.08,20,50,27.6,26.85
72.26,20,50,27.6,26.85
73.45,20,50,27.73,26.92
74.63,20,50,27.46,26.92
75.82,20,50,27.83,26.99
77.00,20,50,27.73,27.02
78.18,20,50,27.66,27.05
79.36,20,50,27.87,27.05
80.54,20,50,27.77,27.05
81.72,20,50,27.77,27.09
82.90,20,50,27.8,27.16
0.39,0,50,28.75,27.46
1.64,0,50,28.51,27.43
2.82,0,50,28.58,27.46
3.99,0,50,28.81,27.49
5.16,0,50,28.54,27.53
6.34,0,50,28.71,27.66
0.32,0,50,28.95,26.34
1.58,0,50,28.95,26.24
2.78,0,50,28.51,26.14
3.97,0,50,28.85,26.07
5.16,0,50,28.44,26.04
6.35,0,50,28.07,26.04
7.55,0,50,27.93,26.07
8.75,0,50,27.66,26.14
9.95,0,50,27.6,26.21
11.15,0,50,27.6,26.28
12.36,0,50,27.29,26.41
13.57,0,50,27.6,26.51
14.77,0,50,27.8,26.51
15.98,0,50,27.33,26.61
17.20,0,50,27.73,26.72
18.42,0,50,27.46,26.82
19.63,0,50,27.53,26.88
20.84,0,50,27.43,26.92
22.05,0,50,27.49,26.95
23.26,0,50,27.53,27.05
24.46,0,50,27.8,27.16
25.67,0,50,27.7,27.16
27.00,0,50,27.7,27.16
28.21,0,50,27.87,27.36
29.41,0,50,27.6,27.43
31.95,10,50,27.77,27.43
33.15,10,50,28.04,27.53
34.35,10,50,28.1,27.53
35.56,10,50,27.9,27.56
36.77,10,50,27.66,27.56
37.96,10,50,28.37,27.56
39.16,10,50,27.77,27.56
40.36,10,50,27.77,27.6
41.57,10,50,27.66,27.53
42.78,10,50,27.6,27.53
43.99,10,50,27.56,27.49
45.20,10,50,27.39,27.49
46.41,10,50,27.26,27.43
47.61,10,50,27.22,27.43
48.82,10,50,27.53,27.39
50.01,10,50,27.33,27.36
51.19,10,50,27.66,27.36
52.49,10,50,27.77,27.36
53.66,10,50,27.19,27.36
54.82,10,50,27.29,27.33
55.98,10,50,27.26,27.29
57.25,10,50,27.09,27.26
58.53,10,50,27.22,27.22
59.70,10,50,27.43,27.19
60.99,10,50,26.88,27.12
63.85,20,50,26.75,27.02
65.22,20,50,26.99,27.09
66.50,20,50,26.85,27.02
67.79,20,50,26.82,26.99
69.08,20,50,26.92,26.99
70.36,20,50,26.75,26.95
71.65,20,50,26.92,26.95
72.95,20,50,26.99,26.85
74.24,20,50,26.65,26.85
75.52,20,50,27.05,26.82
76.82,20,50,26.92,26.85
78.12,20,50,26.75,26.82
79.41,20,50,27.02,26.85
80.59,20,50,26.78,26.82
81.76,20,50,27.22,26.85
83.05,20,50,26.75,26.85
84.34,20,50,26.99,26.82
85.52,20,50,27.12,26.85
86.81,20,50,27.16,26.85
87.99,20,50,27.19,26.85
89.28,20,50,27.19,26.92
90.56,20,50,26.99,26.92
91.85,20,50,26.95,26.95
93.14,20,50,26.95,26.95
95.87,30,50,26.92,26.95
97.23,30,50,26.85,26.99
98.52,30,50,26.95,27.02
99.81,30,50,26.92,27.02
101.11,30,50,27.12,27.05
102.40,30,50,27.46,27.05
103.69,30,50,27.36,27.09
104.98,30,50,27.39,27.12
106.26,30,50,27.36,27.19
107.54,30,50,27.36,27.16
108.82,30,50,26.95,27.26
110.10,30,50,27.36,27.26
111.38,30,50,27.36,27.29
112.66,30,50,27.36,27.36
113.95,30,50,27.43,27.39
115.14,30,50,27.49,27.36
116.35,30,50,27.33,27.43
117.68,30,50,27.56,27.43
118.89,30,50,27.6,27.53
120.10,30,50,27.49,27.56
121.30,30,50,27.97,27.6
122.50,30,50,27.53,27.56
123.70,30,50,27.9,27.66
124.90,30,50,27.63,27.66
127.69,40,50,27.9,27.8
128.98,40,50,27.9,27.83
130.17,40,50,27.9,27.9
131.48,40,50,28.34,27.93
132.79,40,50,28.07,28.04
134.10,40,50,28.24,28.1
135.29,40,50,28.21,28.1
136.49,40,50,28.37,28.21
137.68,40,50,28.65,28.27
138.88,40,50,28.71,28.34
140.08,40,50,28.27,28.41
141.26,40,50,28.34,28.51
142.57,40,50,28.78,28.54
143.76,40,50,28.34,28.58
144.95,40,50,28.61,28.68
146.24,40,50,28.98,28.68
147.53,40,50,28.92,28.81
148.72,40,50,29.22,28.88
149.92,40,50,29.32,28.98
151.22,40,50,29.39,29.05
152.41,40,50,29.12,29.12
153.60,40,50,29.63,29.22
154.90,40,50,29.39,29.29
156.20,40,50,29.76,29.36
159.07,50,50,29.49,29.63
160.34,50,50,30.03,29.7
161.64,50,50,29.83,29.8
162.82,50,50,30.1,29.83
164.00,50,50,29.9,29.97
165.29,50,50,30.34,29.97
166.57,50,50,30.24,30.1
167.75,50,50,30.51,30.24
169.04,50,50,30.34,30.37
170.33,50,50,30.81,30.44
171.52,50,50,30.88,30.51
172.71,50,50,30.75,30.64
173.89,50,50,30.98,30.78
175.07,50,50,30.78,30.85
176.25,50,50,31.25,30.98
177.43,50,50,31.19,31.02
178.62,50,50,31.63,31.15
179.81,50,50,31.63,31.29
181.11,50,50,31.83,31.39
182.40,50,50,31.83,31.46
183.59,50,50,31.73,31.56
184.88,50,50,31.46,31.52
186.06,50,50,31.39,31.59
187.23,50,50,31.29,31.66
188.41,50,50,31.8,31.69
191.16,60,50,31.63,31.83
192.52,60,50,31.76,31.93
193.81,60,50,31.56,32.0
195.10,60,50,32.07,32.07
196.39,60,50,31.9,32.2
197.69,60,50,32.2,32.27
198.97,60,50,32.61,32.37
200.25,60,50,32.54,32.61
201.53,60,50,32.51,32.71
202.80,60,50,32.91,32.85
204.07,60,50,33.29,32.98
205.34,60,50,33.32,33.15
206.63,60,50,33.39,33.29
207.93,60,50,33.66,33.39
209.22,60,50,34.0,33.59
210.52,60,50,33.8,33.76
211.80,60,50,34.27,33.93
213.09,60,50,33.9,34.1
214.38,60,50,34.2,34.17
215.67,60,50,34.51,34.37
216.96,60,50,34.85,34.51
218.24,60,50,35.22,34.68
219.53,60,50,35.32,34.81
220.81,60,50,35.12,34.98
223.67,70,50,35.59,35.9
225.02,70,50,35.87,35.53
226.31,70,50,35.97,35.59
227.59,70,50,36.07,35.76
228.89,70,50,36.71,35.9
230.18,70,50,36.27,36.07
231.48,70,50,36.51,36.27
232.77,70,50,36.44,36.41
234.06,70,50,37.02,36.61
235.33,70,50,36.95,36.82
236.61,70,50,37.46,36.99
237.88,70,50,37.53,37.16
239.17,70,50,38.11,37.33
240.44,70,50,38.11,37.53
241.71,70,50,38.11,37.73
242.98,70,50,38.21,37.9
244.26,70,50,38.24,38.11
245.53,70,50,38.14,38.28
246.72,70,50,38.79,38.51
247.90,70,50,38.62,38.62
249.21,70,50,38.89,38.72
250.40,70,50,39.43,38.72
251.70,70,50,39.02,38.75
253.00,70,50,39.06,38.79
255.89,80,50,39.3,39.02
257.17,80,50,39.57,39.06
258.47,80,50,39.36,39.09
259.65,80,50,39.84,39.16
260.83,80,50,39.43,39.23
262.13,80,50,39.63,39.3
263.32,80,50,40.01,39.36
264.62,80,50,39.84,39.4
265.93,80,50,40.01,39.5
267.22,80,50,40.38,39.6
268.52,80,50,40.28,39.67
269.81,80,50,40.52,39.77
271.10,80,50,40.59,39.91
272.38,80,50,40.59,40.01
273.67,80,50,40.96,40.14
274.86,80,50,40.93,40.28
276.16,80,50,41.03,40.45
277.45,80,50,41.54,40.59
278.63,80,50,41.64,40.86
279.91,80,50,41.91,41.1
281.19,80,50,42.25,41.44
282.46,80,50,42.29,41.71
283.73,80,50,42.59,42.08
285.02,80,50,43.24,42.52
287.85,90,50,43.95,43.34
289.20,90,50,44.22,43.58
290.49,90,50,44.26,43.78
291.77,90,50,44.8,43.99
293.05,90,50,45.38,44.22
294.33,90,50,45.18,44.53
295.61,90,50,45.18,44.87
296.87,90,50,45.93,45.11
298.14,90,50,46.61,45.42
299.40,90,50,46.5,45.79
300.65,90,50,46.98,46.1
301.92,90,50,46.98,46.27
303.21,90,50,47.73,46.47
304.50,90,50,47.7,46.88
305.77,90,50,48.48,47.19
307.04,90,50,4.31,47.46
308.31,90,50,48.75,47.73
309.57,90,50,49.26,48.11
310.85,90,50,49.4,48.34
312.14,90,50,49.94,48.51
313.42,90,50,50.35,48.85
314.59,90,50,50.39,49.16
315.89,90,50,51.27,49.5
317.08,90,50,51.27,49.77
0.30,0,50,25.13,25.16
1.66,0,50,24.99,25.23
2.90,0,50,25.06,25.16
4.15,0,50,24.99,25.02
5.39,0,50,24.99,25.23
6.63,0,50,25.06,25.23
0.27,0,50,25.06,25.06
1.51,0,50,25.06,25.26
2.64,0,50,24.99,25.16
3.78,0,50,24.89,25.23
0.39,0,50,25.26,25.26
1.63,0,50,25.09,25.23
2.76,0,50,25.09,25.19
4.00,0,50,24.99,25.26
0.20,0,50,25.09,25.23
1.45,0,50,25.19,25.23
2.58,0,50,25.16,25.29
3.71,0,50,25.16,25.29
4.84,0,50,25.13,25.26
6.20,0,50,25.02,25.26
7.55,0,50,25.13,25.23
8.79,0,50,25.16,25.23
10.04,0,50,25.23,25.19
11.17,0,50,25.16,25.19
12.31,0,50,25.13,25.29
15.77,5,50,25.09,25.29
17.09,5,50,25.16,25.5
18.46,5,50,25.09,25.19
19.83,5,50,25.06,25.26
0.27,0,50,25.23,25.06
1.45,0,50,25.09,25.23
2.62,0,50,25.23,25.26
3.79,0,50,25.23,25.16
4.97,0,50,25.02,25.16
6.13,0,50,25.06,25.29
7.31,0,50,25.06,25.09
8.49,0,50,25.33,25.4
9.65,0,50,25.13,25.23
10.84,0,50,24.96,25.06
12.02,0,50,25.26,25.29
13.18,0,50,25.19,25.26
14.35,0,50,25.23,25.19
15.63,0,50,25.33,25.43
16.81,0,50,25.26,25.29
20.19,5,50,25.19,25.26
21.51,5,50,24.99,25.23
22.81,5,50,25.46,25.26
24.35,5,50,25.33,25.16
25.65,5,50,24.99,25.23
26.95,5,50,25.06,25.29
28.26,5,50,25.19,25.13
29.67,5,50,25.13,25.09
31.08,5,50,25.29,25.33
32.39,5,50,24.96,25.4
33.79,5,50,25.13,25.29
35.09,5,50,25.13,25.36
36.28,5,50,25.29,25.43
37.58,5,50,25.16,25.26
38.88,5,50,25.13,25.36
40.18,5,50,25.36,25.4
41.49,5,50,25.6,25.02
42.79,5,50,25.53,25.29
44.10,5,50,25.16,25.4
45.28,5,50,25.09,25.36
46.57,5,50,25.36,25.36
47.87,5,50,25.19,25.4
49.17,5,50,25.19,25.23
50.58,5,50,25.23,25.16
51.99,5,50,25.16,25.29
53.30,5,50,25.26,25.5
54.59,5,50,25.36,25.33
55.89,5,50,25.29,25.43
57.08,5,50,25.5,25.43
58.27,5,50,25.13,25.4
59.68,5,50,25.13,25.29
61.11,5,50,25.23,25.36
62.52,5,50,25.19,25.57
63.81,5,50,25.26,25.33
65.11,5,50,25.33,25.33
66.30,5,50,25.4,25.36
0.28,0,50,25.26,25.29
1.46,0,50,25.4,25.57
2.64,0,50,25.29,25.57
3.81,0,50,25.29,25.46
4.99,0,50,25.23,25.46
6.16,0,50,25.23,25.5
0.37,0,50,25.53,25.46
1.55,0,50,25.36,25.57
2.82,0,50,25.29,25.4
4.00,0,50,25.36,25.53
5.19,0,50,25.53,25.5
6.49,0,50,25.4,25.57
7.67,0,50,25.67,25.6
8.84,0,50,25.4,25.63
10.02,0,50,25.26,25.4
11.20,0,50,25.7,25.57
12.38,0,50,25.6,25.36
13.56,0,50,25.43,25.46
14.74,0,50,25.46,25.5
15.91,0,50,25.19,25.63
17.20,0,50,25.4,25.5
18.39,0,50,25.57,25.4
19.57,0,50,25.53,25.5
20.75,0,50,25.4,25.6
21.93,0,50,25.53,25.6
23.11,0,50,25.46,25.43
24.28,0,50,25.46,25.53
25.45,0,50,25.33,25.63
26.63,0,50,25.5,25.57
27.92,0,50,25.53,25.5
29.09,0,50,25.43,25.6
30.27,0,50,25.46,25.6
31.45,0,50,25.5,25.7
32.62,0,50,25.29,25.73
33.80,0,50,25.5,25.7
34.98,0,50,25.46,25.8
36.27,0,50,25.4,25.67
37.45,0,50,25.36,25.53
38.62,0,50,25.43,25.6
39.80,0,50,25.29,25.6
40.97,0,50,25.6,25.6
42.14,0,50,25.53,25.77
43.31,0,50,25.43,25.5
44.49,0,50,25.5,25.6
45.67,0,50,25.63,25.73
46.84,0,50,25.43,25.63
48.01,0,50,25.8,25.53
49.19,0,50,25.7,25.73
50.36,0,50,25.6,25.7
51.54,0,50,25.53,25.7
52.72,0,50,25.53,25.9
53.89,0,50,25.5,25.8
55.08,0,50,25.6,25.8
56.26,0,50,25.63,25.63
57.43,0,50,25.67,25.67
58.62,0,50,25.57,25.6
59.79,0,50,25.53,25.84
60.98,0,50,25.67,25.6
62.17,0,50,25.53,25.6
63.35,0,50,25.67,25.6
64.55,0,50,25.6,25.77
65.73,0,50,25.63,25.77
66.92,0,50,25.5,25.84
68.10,0,50,25.53,25.67
69.28,0,50,25.6,25.84
70.47,0,50,25.57,25.73
71.67,0,50,25.57,25.77
72.86,0,50,25.77,25.77
74.05,0,50,25.53,25.8
75.24,0,50,25.57,25.7
76.43,0,50,25.77,26.01
77.62,0,50,25.9,25.73
78.81,0,50,25.46,25.84
80.01,0,50,25.53,25.9
81.21,0,50,25.67,25.84
82.40,0,50,25.5,25.8
83.60,0,50,25.6,25.87
84.81,0,50,25.7,25.94
0.35,0,50,25.73,25.97
0.30,10,50,25.8,25.94
1.48,10,50,25.67,25.97
2.67,10,50,25.87,25.84
3.86,10,50,25.7,26.04
5.05,10,50,25.94,26.14
8.44,15,50,25.94,25.97
9.55,15,50,25.87,26.14
10.86,15,50,25.97,26.14
12.28,15,50,25.84,25.94
13.71,15,50,25.67,25.87
17.23,20,50,25.77,26.07
18.46,20,50,25.8,26.11
19.76,20,50,26.11,25.9
20.95,20,50,26.01,25.87
22.26,20,50,25.87,26.24
25.77,25,50,25.97,25.7
27.35,25,50,25.97,26.01
28.77,25,50,25.9,25.94
30.08,25,50,26.04,26.17
31.50,25,50,25.94,26.24
34.90,30,50,26.14,26.24
36.34,30,50,25.9,25.94
37.77,30,50,26.17,26.17
39.07,30,50,25.97,26.17
40.49,30,50,26.07,26.28
44.12,35,50,26.17,26.34
45.44,35,50,26.11,26.58
46.85,35,50,25.94,26.48
48.15,35,50,26.14,26.51
49.55,35,50,26.04,26.61
53.18,40,50,26.21,26.34
