1015,959, 51
1018,960, 50
1019,958, 51
1017,957, 51
1018,952, 55
1017,959, 51
1016,957, 51
1016,956, 53
1018,957, 51
1017,962, 50
1016,954, 53
1017,952, 55
1014,957, 51
1017,956, 53
1019,956, 53
1017,954, 53
1016,958, 51
1020,955, 53
1018,958, 51
1017,961, 50
1018,958, 51
1016,955, 53
1016,955, 53
1017,958, 51
1019,957, 51
1017,952, 55
1018,956, 53
1018,957, 51
1017,957, 51
1020,955, 53
1019,957, 51
1016,952, 55
1016,954, 53
1019,956, 53
1016,953, 55
1015,953, 55
1017,953, 55
1018,956, 53
1018,956, 53
1018,953, 55
1020,955, 53
1017,958, 51
1017,951, 55
1018,952, 55
1017,950, 57
1016,954, 53
1018,956, 53
1019,952, 55
1018,953, 55
1018,954, 53
1018,951, 55
1018,954, 53
1017,953, 55
1018,954, 53
1019,951, 55
1016,954, 53
1018,953, 55
1016,950, 57
1014,946, 59
1017,953, 55
1018,953, 55
1016,948, 57
1014,948, 57
1017,951, 55
1019,953, 55
1016,950, 57
1019,949, 57
1017,948, 57
1018,950, 57
1017,952, 55
1015,948, 57
1018,949, 57
1019,952, 55
1017,950, 57
1018,949, 57
1017,955, 53
1016,949, 57
1018,950, 57
1019,954, 53
1020,948, 57
1018,948, 57
1018,947, 57
1018,949, 57
1016,951, 55
1016,949, 57
1018,948, 57
1018,948, 57
1017,949, 57
1017,948, 57
1017,948, 57
1014,943, 60
1018,950, 57
1016,944, 59
1016,945, 59
1015,944, 59
1018,945, 59
1016,946, 59
1016,945, 59
1015,943, 60
1017,944, 59
1019,950, 57
1016,945, 59
1016,943, 60
1014,945, 59
1016,942, 60
1016,945, 59
1013,945, 59
1015,944, 59
1016,944, 59
1018,943, 60
1018,940, 60
1018,942, 60
1017,943, 60
1018,944, 59
1018,943, 60
1019,941, 60
1018,945, 59
1018,942, 60
1018,942, 60
1015,942, 60
1016,944, 59
1016,941, 60
1018,944, 59
1017,939, 62
1016,940, 60
1015,943, 60
1016,942, 60
1017,942, 60
1016,939, 62
1019,940, 60
1015,940, 60
1014,941, 60
1018,943, 60
1017,938, 62
1016,939, 62
1015,940, 60
1014,939, 62
1018,938, 62
1014,937, 62
1015,936, 62
1017,941, 60
1015,938, 62
1018,941, 60
1016,935, 64
1016,935, 64
1016,938, 62
1013,937, 62
1016,937, 62
1017,939, 62
1017,940, 60
1015,937, 62
1017,937, 62
1019,936, 62
1017,937, 62
1018,935, 64
1016,935, 64
1019,936, 62
1016,935, 64
1018,935, 64
1019,935, 64
1016,935, 64
1016,936, 62
1017,938, 62
1017,932, 64
1015,932, 64
1017,933, 64
1015,932, 64
1018,934, 64
1016,933, 64
1016,936, 62
1018,932, 64
1017,935, 64
1015,929, 66
1014,931, 66
1014,931, 66
1016,932, 64
1016,931, 66
1016,930, 66
1017,932, 64
1017,928, 66
1016,928, 66
1017,930, 66
1017,926, 68
1016,931, 66
1017,929, 66
1015,928, 66
1019,930, 66
1017,925, 68
1017,927, 68
1018,929, 66
1015,926, 68
1016,926, 68
1013,928, 66
1017,924, 68
1016,924, 68
1015,924, 68
1015,924, 68
1016,922, 69
1013,923, 69
1012,925, 68
1016,924, 68
1018,921, 69
1018,922, 69
1015,923, 69
1015,922, 69
1017,922, 69
1017,919, 69
1018,920, 69
1015,922, 69
1016,920, 69
1017,920, 69
1014,921, 69
1017,921, 69
1016,919, 69
1016,920, 69
1016,923, 69
1015,919, 69
1018,921, 69
1017,917, 71
1014,920, 69
1014,921, 69
1017,917, 71
1014,919, 69
1014,919, 69
1015,918, 71
1014,916, 71
1015,916, 71
1013,916, 71
1017,918, 71
1013,916, 71
1015,917, 71
1016,912, 73
1016,915, 71
1015,914, 73
1018,912, 73
1013,913, 73
1012,913, 73
1015,916, 71
1013,911, 73
1014,913, 73
1015,913, 73
1016,911, 73
1013,913, 73
1014,909, 75
1016,912, 73
1015,912, 73
1014,911, 73
1013,913, 73
1013,911, 73
1015,910, 73
1016,909, 75
1016,910, 73
1016,909, 75
1013,908, 75
1013,911, 73
1015,907, 75
1015,908, 75
1009,910, 73
1014,910, 73
1015,905, 77
1015,908, 75
1013,906, 75
1012,906, 75
1014,904, 77
1015,905, 77
1017,903, 77
1015,904, 77
1015,903, 77
1016,902, 77
1014,902, 77
1014,902, 77
1015,901, 77
1013,903, 77
1016,900, 78
1013,899, 78
1016,902, 77
1016,901, 77
1015,902, 77
1013,901, 77
1011,899, 78
1014,900, 78
1014,895, 78
1016,898, 78
1014,899, 78
1015,896, 78
1014,899, 78
1013,897, 78
1012,900, 78
1011,894, 80
1014,896, 78
1014,898, 78
1015,893, 80
1013,896, 78
1012,893, 80
1016,892, 80
1014,896, 78
1018,892, 80
1015,891, 80
1014,890, 80
1009,891, 80
1011,891, 80
1014,891, 80
1011,890, 80
1011,891, 80
1014,889, 82
1016,889, 82
1014,889, 82
1012,886, 82
1010,887, 82
1013,890, 80
1015,885, 82
1013,886, 82
1015,888, 82
1012,887, 82
1013,888, 82
1014,885, 82
1012,885, 82
1013,883, 84
1014,882, 84
1014,883, 84
1011,883, 84
1013,883, 84
1015,880, 84
1011,882, 84
1015,882, 84
1014,884, 84
1014,879, 84
1013,882, 84
1012,881, 84
1013,881, 84
1013,880, 84
1011,879, 84
1012,878, 86
1015,876, 86
1013,875, 86
1015,877, 86
1009,874, 86
1013,876, 86
1014,872, 87
1014,872, 87
1013,872, 87
1015,872, 87
1011,876, 86
1012,872, 87
1011,873, 87
1012,869, 87
1011,870, 87
1012,870, 87
1013,872, 87
1011,870, 87
1013,871, 87
1013,867, 89
1013,869, 87
1013,867, 89
1010,868, 87
1013,866, 89
1012,864, 89
1010,865, 89
1012,866, 89
1013,864, 89
1013,864, 89
1012,862, 89
1009,863, 89
1010,862, 89
1012,862, 89
1011,861, 91
1010,860, 91
1011,858, 91
1015,858, 91
1014,857, 91
1012,857, 91
1010,856, 91
1010,858, 91
1014,856, 91
1012,857, 91
1011,857, 91
1012,855, 93
1013,853, 93
1013,852, 93
1012,852, 93
1009,853, 93
1011,852, 93
1009,850, 93
1013,849, 93
1009,849, 93
1012,852, 93
1013,848, 95
1009,847, 95
1010,848, 95
1010,845, 95
1010,846, 95
1008,843, 95
1012,845, 95
1008,849, 93
1011,845, 95
1010,845, 95
1010,841, 96
1009,843, 95
1011,842, 96
1010,838, 96
1009,842, 96
1009,839, 96
1008,838, 96
1009,834, 98
1009,838, 96
1009,839, 96
1008,839, 96
1009,835, 98
1007,838, 96
1013,836, 98
1008,833, 98
1011,832, 98
1009,832, 98
1011,831, 98
1010,830, 98
1008,833, 98
1009,832, 98
1008,829, 100
1009,828, 100
1009,826, 100
1006,829, 100
1008,826, 100
1010,824, 100
1006,823, 100
1008,828, 100
1009,825, 100
1010,828, 100
1010,824, 100
1009,824, 100
1011,820, 102
1007,819, 102
1009,820, 102
1006,818, 102
1007,821, 102
1006,818, 102
1006,817, 102
1010,816, 102
1007,815, 104
1009,814, 104
1007,815, 104
1010,814, 104
1010,812, 104
1009,814, 104
1008,811, 104
1009,811, 104
1006,809, 104
1008,810, 104
1007,809, 104
1006,805, 105
1008,806, 105
1008,806, 105
1008,805, 105
1007,806, 105
1005,805, 105
1006,806, 105
1010,804, 105
1007,805, 105
1008,801, 107
1006,800, 107
1006,803, 105
1006,800, 107
1004,798, 107
1006,795, 107
1008,795, 107
1006,794, 107
1006,794, 107
1006,795, 107
1009,792, 109
1007,791, 109
1006,790, 109
1006,790, 109
1007,793, 109
1007,789, 109
1005,790, 109
1006,790, 109
1003,788, 109
1005,787, 109
1008,783, 111
1004,785, 111
1006,783, 111
1005,782, 111
1006,781, 111
1005,778, 113
1003,780, 111
1006,780, 111
1003,779, 111
1004,778, 113
1004,774, 113
1003,775, 113
1006,775, 113
1004,774, 113
1004,776, 113
1002,771, 113
1003,772, 113
1001,771, 113
1003,770, 114
1005,770, 114
1004,769, 114
1003,770, 114
1003,765, 114
1003,767, 114
1004,765, 114
1000,760, 116
1002,762, 116
1003,760, 116
1004,761, 116
1005,760, 116
998,759, 116
1000,759, 116
1001,757, 116
1000,755, 116
1002,753, 118
1000,755, 116
1000,753, 118
1002,753, 118
1001,753, 118
1002,751, 118
1002,750, 118
1003,749, 118
997,748, 118
1001,747, 118
1000,742, 120
1001,743, 120
